Week	Day	Team	Player	Role	Champ	Kills	Deaths	Assists	Region	W	L
8	2	CW	Shook	Jungle	Elise	2	5	16	EU	1	0
8	2	CW	Soren	Mid	Irelia	6	2	4	EU	1	0
8	2	CW	Freeze	ADC	Caitlyn	14	0	4	EU	1	0
8	2	CW	Je Suis Kaas	Support	Thresh	0	2	18	EU	1	0
8	2	GIA	Werlyb	Top	Shyvana	3	5	3	EU	0	1
8	2	GIA	Fr3deric	Jungle	Gragas	0	7	7	EU	0	1
8	2	GIA	PePiiNeRo	Mid	Varus	1	3	3	EU	0	1
8	2	GIA	Adryh	ADC	Corki	3	4	3	EU	0	1
8	2	GIA	GoDFRED	Support	Alistar	1	2	6	EU	0	1
8	2	ROC	Steve	Top	Maokai	2	0	17	EU	1	0
8	2	ROC	Jankos	Jungle	Rek'Sai	2	1	17	EU	1	0
8	2	ROC	Nukeduck	Mid	Viktor	9	1	12	EU	1	0
8	2	ROC	MrRallez	ADC	Kog'Maw	5	2	8	EU	1	0
8	2	ROC	Vander	Support	Nautilus	3	4	14	EU	1	0
8	2	EL	Jwaow	Top	Shen	0	3	3	EU	0	1
8	2	EL	Dexter	Jungle	Nidalee	1	3	1	EU	0	1
8	2	EL	Froggen	Mid	Varus	2	1	0	EU	0	1
8	2	EL	Tabzz	ADC	Corki	1	5	0	EU	0	1
8	2	EL	Nyph	Support	Janna	0	1	1	EU	0	1
9	1	FNC	Huni	Top	Fizz	7	1	8	EU	1	0
9	1	FNC	Reignover	Jungle	Rek'Sai	2	3	13	EU	1	0
9	1	FNC	Febiven	Mid	Twisted Fate	8	0	9	EU	1	0
9	1	FNC	Rekkles	ADC	Tristana	7	1	6	EU	1	0
9	1	FNC	YellOwStaR	Support	Trundle	1	1	19	EU	1	0
9	1	OG	Soaz	Top	Lulu	4	1	11	EU	1	0
9	1	OG	Amazing	Jungle	Rek'Sai	1	5	7	EU	1	0
9	1	OG	xPeke	Mid	Viktor	5	1	9	EU	1	0
9	1	OG	Niels	ADC	Corki	5	3	6	EU	1	0
9	1	OG	Mithy	Support	Shen	2	2	10	EU	1	0
9	1	H2K	Odoamne	Top	Fizz	1	4	7	EU	0	1
9	1	H2K	Loulex	Jungle	Gragas	0	3	8	EU	0	1
9	1	H2K	Ryu	Mid	Twisted Fate	3	3	7	EU	0	1
9	1	H2K	Hjarnan	ADC	Kalista	6	4	4	EU	0	1
9	1	H2K	kaSing	Support	Thresh	2	3	9	EU	0	1
9	1	UOL	Vizicsacsi	Top	Maokai	1	2	6	EU	1	0
9	1	UOL	Gillius	Jungle	Gragas	2	6	9	EU	1	0
9	1	UOL	PowerOfEvil	Mid	Syndra	5	2	4	EU	1	0
9	1	UOL	Vardags	ADC	Graves	4	2	6	EU	1	0
9	1	UOL	Hylissang	Support	Annie	1	3	7	EU	1	0
9	1	GMB	Cabochard	Top	Kennen	8	2	2	EU	0	1
9	1	GMB	Diamond	Jungle	Gragas	0	3	7	EU	0	1
9	1	GMB	Betsy	Mid	Varus	4	2	6	EU	0	1
9	1	GMB	Moopz	ADC	Corki	3	2	6	EU	0	1
9	1	GMB	Gosu Pepper	Support	Alistar	0	6	9	EU	0	1
9	1	SK	Fredy122	Top	Maokai	0	6	1	EU	0	1
9	1	SK	Svenskeren	Jungle	Gragas	1	5	3	EU	0	1
9	1	SK	Fox	Mid	Jayce	3	4	1	EU	0	1
9	1	SK	CandyPanda	ADC	Corki	2	5	2	EU	0	1
9	1	SK	nRated	Support	Lulu	0	5	2	EU	0	1
9	1	CW	Lenny	Top	Shen	0	1	2	EU	1	0
9	1	CW	Shook	Jungle	Nidalee	1	1	1	EU	1	0
9	1	CW	Soren	Mid	Irelia	1	2	0	EU	1	0
9	1	CW	Freeze	ADC	Kalista	1	0	1	EU	1	0
9	1	CW	Je Suis Kaas	Support	Morgana	0	0	2	EU	1	0
9	1	GIA	Werlyb	Top	Jax	5	6	7	EU	0	1
9	1	GIA	Fr3deric	Jungle	Rek'Sai	2	6	10	EU	0	1
9	1	GIA	PePiiNeRo	Mid	Viktor	2	0	4	EU	0	1
9	1	GIA	Adryh	ADC	Sivir	3	0	4	EU	0	1
9	1	GIA	GoDFRED	Support	Thresh	3	1	8	EU	0	1
9	1	ROC	Steve	Top	Rumble	0	1	3	EU	0	1
9	1	ROC	Jankos	Jungle	Gragas	2	1	1	EU	0	1
9	1	ROC	Nukeduck	Mid	Azir	2	0	2	EU	0	1
9	1	ROC	MrRallez	ADC	Sivir	0	0	2	EU	0	1
9	1	ROC	Vander	Support	Alistar	0	1	2	EU	0	1
9	1	EL	Jwaow	Top	Rumble	3	3	10	EU	1	0
9	1	EL	Dexter	Jungle	Rek'Sai	1	3	12	EU	1	0
9	1	EL	Froggen	Mid	Kog'Maw	2	6	10	EU	1	0
9	1	EL	Tabzz	ADC	Sivir	5	0	5	EU	1	0
9	1	EL	Nyph	Support	Thresh	4	3	7	EU	1	0
9	2	FNC	Huni	Top	Ryze	12	3	1	EU	1	0
9	2	FNC	Reignover	Jungle	Gragas	1	0	9	EU	1	0
9	2	FNC	Febiven	Mid	Varus	0	2	5	EU	1	0
9	2	FNC	Rekkles	ADC	Corki	4	0	9	EU	1	0
9	2	FNC	YellOwStaR	Support	Trundle	0	0	10	EU	1	0
9	2	OG	Soaz	Top	Fizz	2	2	2	EU	0	1
9	2	OG	Amazing	Jungle	Rek'Sai	0	3	1	EU	0	1
9	2	OG	xPeke	Mid	Twisted Fate	2	4	2	EU	0	1
9	2	OG	Niels	ADC	Sivir	0	2	0	EU	0	1
9	2	OG	Mithy	Support	Shen	0	3	4	EU	0	1
9	2	H2K	Odoamne	Top	Rumble	2	2	9	EU	1	0
9	2	H2K	Loulex	Jungle	Gragas	2	3	10	EU	1	0
9	2	H2K	Ryu	Mid	Ahri	3	2	4	EU	1	0
9	2	H2K	Hjarnan	ADC	Tristana	7	0	3	EU	1	0
9	2	H2K	kaSing	Support	Alistar	1	2	8	EU	1	0
9	2	UOL	Vizicsacsi	Top	Poppy	2	4	1	EU	0	1
9	2	UOL	Gillius	Jungle	Rengar	2	2	3	EU	0	1
9	2	UOL	PowerOfEvil	Mid	Kog'Maw	1	3	2	EU	0	1
9	2	UOL	Vardags	ADC	Sivir	0	3	0	EU	0	1
9	2	UOL	Hylissang	Support	Alistar	0	5	1	EU	0	1
9	2	GMB	Cabochard	Top	Fizz	4	6	1	EU	0	1
9	2	GMB	Diamond	Jungle	Rek'Sai	1	3	5	EU	0	1
9	2	GMB	Betsy	Mid	Jayce	2	2	3	EU	0	1
9	2	GMB	Moopz	ADC	Corki	2	2	3	EU	0	1
9	2	GMB	Gosu Pepper	Support	Morgana	0	2	6	EU	0	1
9	2	SK	Fredy122	Top	Tahm Kench	2	1	11	EU	1	0
9	2	SK	Svenskeren	Jungle	Gragas	4	2	10	EU	1	0
9	2	SK	Fox	Mid	Irelia	5	3	9	EU	1	0
9	2	SK	CandyPanda	ADC	Corki	11	0	7	EU	1	0
9	2	SK	nRated	Support	Nautilus	0	3	16	EU	1	0
9	2	CW	Lenny	Top	Shen	1	3	6	EU	0	1
9	2	CW	Shook	Jungle	Elise	2	4	6	EU	0	1
9	2	CW	Soren	Mid	Viktor	2	1	3	EU	0	1
9	2	CW	Freeze	ADC	Sivir	7	1	3	EU	0	1
9	2	CW	Je Suis Kaas	Support	Thresh	0	5	9	EU	0	1
9	2	GIA	Werlyb	Top	Ryze	5	4	4	EU	1	0
9	2	GIA	Fr3deric	Jungle	Gragas	1	3	8	EU	1	0
9	2	GIA	PePiiNeRo	Mid	Varus	4	0	4	EU	1	0
9	2	GIA	Adryh	ADC	Ezreal	4	2	7	EU	1	0
9	2	GIA	GoDFRED	Support	Alistar	0	3	8	EU	1	0
9	2	ROC	Steve	Top	Maokai	3	1	9	EU	1	0
9	2	ROC	Jankos	Jungle	Nidalee	5	0	7	EU	1	0
9	2	ROC	Nukeduck	Mid	Yasuo	1	2	8	EU	1	0
9	2	ROC	MrRallez	ADC	Kalista	4	0	5	EU	1	0
9	2	ROC	Vander	Support	Alistar	1	1	12	EU	1	0
9	2	EL	Jwaow	Top	Rumble	2	6	5	EU	0	1
9	2	EL	Dexter	Jungle	Rek'Sai	0	3	4	EU	0	1
9	2	EL	Froggen	Mid	Varus	2	2	4	EU	0	1
9	2	EL	Tabzz	ADC	Kalista	5	3	2	EU	0	1
9	2	EL	Nyph	Support	Alistar	0	8	6	EU	0	1
9	3	GIA	Werlyb	Top	Galio	1	8	10	EU	0	1
9	3	GIA	Fr3deric	Jungle	Rek'Sai	4	5	10	EU	0	1
9	3	GIA	PePiiNeRo	Mid	Varus	4	4	6	EU	0	1
9	3	GIA	GoDFRED	ADC	Kalista	5	7	3	EU	0	1
9	3	GIA	Adryh	Support	Bard	1	4	10	EU	0	1
9	3	ROC	Steve	Top	Rumble	9	4	11	EU	1	0
9	3	ROC	Jankos	Jungle	Gragas	1	2	15	EU	1	0
9	3	ROC	Nukeduck	Mid	Yasuo	13	5	4	EU	1	0
9	3	ROC	MrRallez	ADC	Corki	4	2	18	EU	1	0
9	3	ROC	Vander	Support	Thresh	1	2	12	EU	1	0
1	1	TSM	Dyrus	Top	Maokai	2	3	5	NA	0	1
1	1	TSM	Santorin	Jungle	Rek'Sai	0	3	7	NA	0	1
1	1	TSM	Bjergsen	Mid	Viktor	4	2	3	NA	0	1
1	1	TSM	WildTurtle	ADC	Urgot	3	3	3	NA	0	1
1	1	TSM	Lustboy	Support	Thresh	1	4	5	NA	0	1
1	1	C9	Balls	Top	Rumble	2	2	11	NA	1	0
1	1	C9	Meteos	Jungle	Gragas	3	1	11	NA	1	0
1	1	C9	Incarnati0n	Mid	Kog'Maw	5	2	9	NA	1	0
1	1	C9	Sneaky	ADC	Sivir	5	1	9	NA	1	0
1	1	C9	LemonNation	Support	Nautilus	0	4	12	NA	1	0
1	1	CLG	ZionSpartan	Top	Maokai	3	0	10	NA	1	0
1	1	CLG	Xmithie	Jungle	Lee Sin	3	0	8	NA	1	0
1	1	CLG	Pobelter	Mid	Kog'Maw	4	1	10	NA	1	0
1	1	CLG	Doublelift	ADC	Ashe	5	1	9	NA	1	0
1	1	CLG	Aphromoo	Support	Alistar	1	1	8	NA	1	0
1	1	TL	Quas	Top	Gnar	6	1	13	NA	1	0
1	1	TL	IWillDominate	Jungle	Gragas	3	1	14	NA	1	0
1	1	TL	FeniX	Mid	Cassiopeia	4	5	9	NA	1	0
1	1	TL	Piglet	ADC	Kalista	9	1	4	NA	1	0
1	1	TL	Xpecial	Support	Annie	1	2	11	NA	1	0
1	1	T8	CaliTrlolz	Top	Gnar	1	3	4	NA	0	1
1	1	T8	Porpoise	Jungle	Rek'Sai	1	6	5	NA	0	1
1	1	T8	Slooshi	Mid	Ziggs	4	3	2	NA	0	1
1	1	T8	maplestreet	ADC	Urgot	1	4	3	NA	0	1
1	1	T8	Dodo	Support	Thresh	0	6	4	NA	0	1
1	1	TDK	Seraph	Top	Rumble	4	5	4	NA	0	1
1	1	TDK	Kez	Jungle	Rek'Sai	2	6	6	NA	0	1
1	1	TDK	Bischu	Mid	Azir	1	6	7	NA	0	1
1	1	TDK	Lattman	ADC	Corki	3	2	4	NA	0	1
1	1	TDK	Baby	Support	Thresh	0	4	4	NA	0	1
1	1	NME	Flaresz	Top	Rumble	2	7	14	NA	1	0
1	1	NME	Trashy	Jungle	Sejuani	2	4	14	NA	1	0
1	1	NME	InnoX	Mid	Kassadin	8	4	11	NA	1	0
1	1	NME	otter	ADC	Vayne	10	1	6	NA	1	0
1	1	NME	Bodydrop	Support	Nautilus	0	5	15	NA	1	0
1	1	DIG	Gamsu	Top	Hecarim	0	3	2	NA	0	1
1	1	DIG	Azingy	Jungle	Sejuani	2	3	1	NA	0	1
1	1	DIG	Shiptur	Mid	Azir	1	5	2	NA	0	1
1	1	DIG	Core JJ	ADC	Kalista	0	3	1	NA	0	1
1	1	DIG	KiWiKiD	Support	Annie	0	2	2	NA	0	1
1	1	TIP	Impact	Top	Yasuo	8	1	10	NA	1	0
1	1	TIP	Rush	Jungle	Evelynn	2	3	18	NA	1	0
1	1	TIP	XiaoWeiXiao	Mid	Fizz	4	1	9	NA	1	0
1	1	TIP	Apollo	ADC	Sivir	5	1	14	NA	1	0
1	1	TIP	Adrian	Support	Alistar	3	1	18	NA	1	0
1	1	GV	Hauntzer	Top	Hecarim	4	3	9	NA	0	1
1	1	GV	Move	Jungle	Nunu	1	5	9	NA	0	1
1	1	GV	Keane	Mid	Fizz	6	8	8	NA	0	1
1	1	GV	Altec	ADC	Sivir	9	4	9	NA	0	1
1	1	GV	Bunny FuFuu	Support	Thresh	1	3	18	NA	0	1
1	2	TSM	Dyrus	Top	Rumble	4	4	5	NA	1	0
1	2	TSM	Santorin	Jungle	Sejuani	1	0	10	NA	1	0
1	2	TSM	Bjergsen	Mid	Viktor	6	2	6	NA	1	0
1	2	TSM	WildTurtle	ADC	Sivir	4	4	6	NA	1	0
1	2	TSM	Lustboy	Support	Alistar	3	0	12	NA	1	0
1	2	C9	Balls	Top	Maokai	0	3	2	NA	0	1
1	2	C9	Meteos	Jungle	Rek'Sai	2	1	1	NA	0	1
1	2	C9	Incarnati0n	Mid	Kog'Maw	1	3	2	NA	0	1
1	2	C9	Sneaky	ADC	Ashe	1	3	3	NA	0	1
1	2	C9	LemonNation	Support	Thresh	0	6	2	NA	0	1
1	2	CLG	ZionSpartan	Top	Gnar	3	2	16	NA	1	0
1	2	CLG	Xmithie	Jungle	Sejuani	3	3	18	NA	1	0
1	2	CLG	Pobelter	Mid	Azir	9	1	10	NA	1	0
1	2	CLG	Doublelift	ADC	Kalista	12	4	11	NA	1	0
1	2	CLG	Aphromoo	Support	Thresh	2	4	23	NA	1	0
1	2	TL	Quas	Top	Rumble	9	3	7	NA	1	0
1	2	TL	IWillDominate	Jungle	Nunu	1	3	16	NA	1	0
1	2	TL	FeniX	Mid	Cassiopeia	8	4	10	NA	1	0
1	2	TL	Piglet	ADC	Sivir	4	2	12	NA	1	0
1	2	TL	Xpecial	Support	Thresh	0	3	16	NA	1	0
1	2	T8	CaliTrlolz	Top	Irelia	8	4	4	NA	0	1
1	2	T8	Porpoise	Jungle	Sejuani	2	1	11	NA	0	1
1	2	T8	Slooshi	Mid	Vladimir	3	4	3	NA	0	1
1	2	T8	maplestreet	ADC	Graves	2	4	9	NA	0	1
1	2	T8	Dodo	Support	Nautilus	0	8	10	NA	0	1
1	2	TDK	Seraph	Top	Vladimir	3	2	4	NA	0	1
1	2	TDK	Kez	Jungle	Gragas	0	2	6	NA	0	1
1	2	TDK	Bischu	Mid	Viktor	3	3	4	NA	0	1
1	2	TDK	Lattman	ADC	Lucian	3	5	5	NA	0	1
1	2	TDK	Baby	Support	Thresh	2	4	4	NA	0	1
1	2	NME	Flaresz	Top	Hecarim	8	6	0	NA	0	1
1	2	NME	Trashy	Jungle	Evelynn	0	2	3	NA	0	1
1	2	NME	InnoX	Mid	Kassadin	0	2	2	NA	0	1
1	2	NME	otter	ADC	Kalista	2	4	0	NA	0	1
1	2	NME	Bodydrop	Support	Morgana	0	4	3	NA	0	1
1	2	DIG	Gamsu	Top	Gnar	2	0	4	NA	1	0
1	2	DIG	Azingy	Jungle	Zac	5	0	7	NA	1	0
1	2	DIG	Shiptur	Mid	Vladimir	1	1	7	NA	1	0
1	2	DIG	Core JJ	ADC	Kalista	4	1	8	NA	1	0
1	2	DIG	KiWiKiD	Support	Nautilus	4	2	7	NA	1	0
1	2	TIP	Impact	Top	Hecarim	3	7	4	NA	0	1
1	2	TIP	Rush	Jungle	Evelynn	1	7	4	NA	0	1
1	2	TIP	XiaoWeiXiao	Mid	LeBlanc	5	2	2	NA	0	1
1	2	TIP	Apollo	ADC	Sivir	4	5	9	NA	0	1
1	2	TIP	Adrian	Support	Alistar	1	8	8	NA	0	1
1	2	GV	Hauntzer	Top	Hecarim	6	1	7	NA	1	0
1	2	GV	Move	Jungle	Lee Sin	5	4	8	NA	1	0
1	2	GV	Keane	Mid	Malphite	1	1	8	NA	1	0
1	2	GV	Altec	ADC	Jinx	3	1	7	NA	1	0
1	2	GV	Bunny FuFuu	Support	Alistar	1	4	10	NA	1	0
2	1	TSM	Dyrus	Top	Gnar	1	1	8	NA	1	0
2	1	TSM	Santorin	Jungle	Rek'Sai	1	1	12	NA	1	0
2	1	TSM	Bjergsen	Mid	LeBlanc	12	3	3	NA	1	0
2	1	TSM	WildTurtle	ADC	Vayne	3	1	5	NA	1	0
2	1	TSM	Lustboy	Support	Annie	0	2	9	NA	1	0
2	1	C9	Balls	Top	Ryze	3	4	1	NA	0	1
2	1	C9	Meteos	Jungle	Sejuani	0	3	4	NA	0	1
2	1	C9	Incarnati0n	Mid	Viktor	2	3	2	NA	0	1
2	1	C9	Sneaky	ADC	Ezreal	1	2	4	NA	0	1
2	1	C9	LemonNation	Support	Nautilus	0	4	3	NA	0	1
2	1	CLG	ZionSpartan	Top	Rumble	10	0	9	NA	1	0
2	1	CLG	Xmithie	Jungle	Rek'Sai	1	1	9	NA	1	0
2	1	CLG	Pobelter	Mid	Varus	7	0	8	NA	1	0
2	1	CLG	Doublelift	ADC	Sivir	3	2	10	NA	1	0
2	1	CLG	Aphromoo	Support	Thresh	1	2	15	NA	1	0
2	1	TL	Quas	Top	Ryze	5	1	0	NA	1	0
2	1	TL	IWillDominate	Jungle	Rek'Sai	3	2	12	NA	1	0
2	1	TL	FeniX	Mid	Azir	2	1	5	NA	1	0
2	1	TL	Piglet	ADC	Kalista	11	0	3	NA	1	0
2	1	TL	Xpecial	Support	Thresh	1	1	14	NA	1	0
2	1	T8	CaliTrlolz	Top	Maokai	1	6	3	NA	0	1
2	1	T8	Porpoise	Jungle	Sejuani	1	3	3	NA	0	1
2	1	T8	Slooshi	Mid	Ziggs	1	4	4	NA	0	1
2	1	T8	Nien	ADC	Kalista	2	5	1	NA	0	1
2	1	T8	Dodo	Support	Nautilus	0	4	4	NA	0	1
2	1	TDK	Seraph	Top	Irelia	1	4	4	NA	0	1
2	1	TDK	Kez	Jungle	Gragas	2	5	3	NA	0	1
2	1	TDK	Bischu	Mid	Varus	1	2	3	NA	0	1
2	1	TDK	Lattman	ADC	Corki	1	1	3	NA	0	1
2	1	TDK	Baby	Support	Nautilus	0	6	1	NA	0	1
2	1	NME	Flaresz	Top	Irelia	2	4	1	NA	0	1
2	1	NME	Trashy	Jungle	Gragas	1	3	3	NA	0	1
2	1	NME	InnoX	Mid	Varus	1	3	0	NA	0	1
2	1	NME	otter	ADC	Corki	1	6	2	NA	0	1
2	1	NME	Bodydrop	Support	Nautilus	0	6	2	NA	0	1
2	1	DIG	Gamsu	Top	Ryze	5	2	9	NA	1	0
2	1	DIG	Azingy	Jungle	Zac	2	2	10	NA	1	0
2	1	DIG	Shiptur	Mid	Azir	3	1	10	NA	1	0
2	1	DIG	Core JJ	ADC	Kalista	7	0	5	NA	1	0
2	1	DIG	KiWiKiD	Support	Morgana	1	0	12	NA	1	0
2	1	TIP	Impact	Top	Rumble	3	4	4	NA	0	1
2	1	TIP	Rush	Jungle	Lee Sin	1	3	5	NA	0	1
2	1	TIP	XiaoWeiXiao	Mid	Azir	0	4	5	NA	0	1
2	1	TIP	Apollo	ADC	Sivir	4	3	3	NA	0	1
2	1	TIP	Adrian	Support	Thresh	0	3	6	NA	0	1
2	1	GV	Hauntzer	Top	Maokai	5	3	5	NA	1	0
2	1	GV	Move	Jungle	Rek'Sai	1	1	12	NA	1	0
2	1	GV	Keane	Mid	Twisted Fate	2	1	10	NA	1	0
2	1	GV	Altec	ADC	Sivir	8	0	7	NA	1	0
2	1	GV	Bunny FuFuu	Support	Thresh	0	1	13	NA	1	0
2	2	TSM	Dyrus	Top	Gnar	2	1	8	NA	1	0
2	2	TSM	Santorin	Jungle	Rek'Sai	2	0	13	NA	1	0
2	2	TSM	Bjergsen	Mid	LeBlanc	8	2	6	NA	1	0
2	2	TSM	WildTurtle	ADC	Sivir	4	2	11	NA	1	0
2	2	TSM	Lustboy	Support	Bard	1	2	13	NA	1	0
2	2	C9	Balls	Top	Maokai	1	3	4	NA	0	1
2	2	C9	Meteos	Jungle	Gragas	1	3	6	NA	0	1
2	2	C9	Incarnati0n	Mid	Azir	2	3	3	NA	0	1
2	2	C9	Sneaky	ADC	Lucian	4	3	4	NA	0	1
2	2	C9	LemonNation	Support	Nautilus	0	3	7	NA	0	1
2	2	CLG	ZionSpartan	Top	Maokai	2	3	3	NA	0	1
2	2	CLG	Xmithie	Jungle	Lee Sin	0	2	6	NA	0	1
2	2	CLG	Pobelter	Mid	Azir	4	3	2	NA	0	1
2	2	CLG	Doublelift	ADC	Kalista	1	4	5	NA	0	1
2	2	CLG	Aphromoo	Support	Nautilus	0	5	6	NA	0	1
2	2	TL	Quas	Top	Maokai	0	5	3	NA	0	1
2	2	TL	IWillDominate	Jungle	Rek'Sai	1	3	2	NA	0	1
2	2	TL	FeniX	Mid	Cassiopeia	0	3	2	NA	0	1
2	2	TL	Piglet	ADC	Vayne	2	1	0	NA	0	1
2	2	TL	Xpecial	Support	Janna	0	2	3	NA	0	1
2	2	T8	CaliTrlolz	Top	Rumble	3	4	4	NA	0	1
2	2	T8	Porpoise	Jungle	Rek'Sai	0	4	10	NA	0	1
2	2	T8	Slooshi	Mid	Azir	4	5	10	NA	0	1
2	2	T8	Nien	ADC	Sivir	2	6	7	NA	0	1
2	2	T8	Dodo	Support	Nautilus	2	5	6	NA	0	1
2	2	TDK	Seraph	Top	Rumble	3	3	5	NA	0	1
2	2	TDK	Kez	Jungle	Sejuani	7	1	7	NA	0	1
2	2	TDK	Bischu	Mid	Orianna	3	3	8	NA	0	1
2	2	TDK	Lattman	ADC	Ashe	1	5	11	NA	0	1
2	2	TDK	Smoothie	Support	Thresh	1	4	12	NA	0	1
2	2	NME	Flaresz	Top	Irelia	5	3	3	NA	1	0
2	2	NME	Trashy	Jungle	Gragas	1	2	12	NA	1	0
2	2	NME	InnoX	Mid	LeBlanc	5	1	5	NA	1	0
2	2	NME	otter	ADC	Kalista	4	5	6	NA	1	0
2	2	NME	Bodydrop	Support	Bard	1	4	10	NA	1	0
2	2	DIG	Gamsu	Top	Gnar	2	2	10	NA	1	0
2	2	DIG	Azingy	Jungle	Zac	4	1	11	NA	1	0
2	2	DIG	Shiptur	Mid	Kog'Maw	8	0	8	NA	1	0
2	2	DIG	Core JJ	ADC	Ezreal	9	3	9	NA	1	0
2	2	DIG	KiWiKiD	Support	Thresh	1	5	21	NA	1	0
2	2	TIP	Impact	Top	Rumble	1	4	8	NA	1	0
2	2	TIP	Rush	Jungle	Sejuani	1	2	11	NA	1	0
2	2	TIP	XiaoWeiXiao	Mid	LeBlanc	8	0	5	NA	1	0
2	2	TIP	Apollo	ADC	Sivir	4	1	8	NA	1	0
2	2	TIP	Adrian	Support	Janna	1	1	10	NA	1	0
2	2	GV	Hauntzer	Top	Ryze	4	2	6	NA	1	0
2	2	GV	Move	Jungle	Jarvan IV	1	2	1	NA	1	0
2	2	GV	Keane	Mid	Urgot	7	0	3	NA	1	0
2	2	GV	Altec	ADC	Sivir	2	0	2	NA	1	0
2	2	GV	Bunny FuFuu	Support	Alistar	0	0	8	NA	1	0
3	1	TSM	Dyrus	Top	Hecarim	4	4	6	NA	1	0
3	1	TSM	Santorin	Jungle	Gragas	2	2	6	NA	1	0
3	1	TSM	Bjergsen	Mid	Ekko	7	1	6	NA	1	0
3	1	TSM	WildTurtle	ADC	Kalista	3	4	7	NA	1	0
3	1	TSM	Lustboy	Support	Bard	0	3	8	NA	1	0
3	1	C9	Balls	Top	Fizz	3	4	2	NA	0	1
3	1	C9	Meteos	Jungle	Nunu	0	6	4	NA	0	1
3	1	C9	Incarnati0n	Mid	Azir	2	2	2	NA	0	1
3	1	C9	Sneaky	ADC	Lucian	3	5	2	NA	0	1
3	1	C9	LemonNation	Support	Nautilus	0	6	6	NA	0	1
3	1	CLG	ZionSpartan	Top	Ekko	4	3	9	NA	1	0
3	1	CLG	Xmithie	Jungle	Gragas	3	2	14	NA	1	0
3	1	CLG	Pobelter	Mid	Lulu	4	1	14	NA	1	0
3	1	CLG	Doublelift	ADC	Ashe	7	1	13	NA	1	0
3	1	CLG	Aphromoo	Support	Bard	5	2	16	NA	1	0
3	1	TL	Quas	Top	Hecarim	7	0	9	NA	1	0
3	1	TL	IWillDominate	Jungle	Ekko	2	3	17	NA	1	0
3	1	TL	FeniX	Mid	LeBlanc	9	2	7	NA	1	0
3	1	TL	Piglet	ADC	Corki	4	1	12	NA	1	0
3	1	TL	Xpecial	Support	Alistar	1	2	18	NA	1	0
3	1	T8	CaliTrlolz	Top	Hecarim	2	3	10	NA	1	0
3	1	T8	Porpoise	Jungle	Nunu	0	2	12	NA	1	0
3	1	T8	Slooshi	Mid	Azir	4	2	6	NA	1	0
3	1	T8	Nien	ADC	Jinx	4	1	8	NA	1	0
3	1	T8	Dodo	Support	Thresh	3	2	7	NA	1	0
3	1	TDK	Seraph	Top	Dr.Mundo	0	3	0	NA	0	1
3	1	TDK	Kez	Jungle	Nidalee	0	3	0	NA	0	1
3	1	TDK	Bischu	Mid	Viktor	0	5	0	NA	0	1
3	1	TDK	Lattman	ADC	Lucian	0	5	0	NA	0	1
3	1	TDK	Smoothie	Support	Janna	0	2	0	NA	0	1
3	1	NME	Flaresz	Top	Gnar	1	3	2	NA	0	1
3	1	NME	Trashy	Jungle	Rek'Sai	1	3	8	NA	0	1
3	1	NME	InnoX	Mid	Ekko	5	2	5	NA	0	1
3	1	NME	otter	ADC	Sivir	3	3	6	NA	0	1
3	1	NME	Bodydrop	Support	Janna	0	2	9	NA	0	1
3	1	DIG	Gamsu	Top	Fizz	4	3	4	NA	0	1
3	1	DIG	Helios	Jungle	Rek'Sai	1	2	8	NA	0	1
3	1	DIG	Shiptur	Mid	Kog'Maw	4	2	6	NA	0	1
3	1	DIG	Core JJ	ADC	Sivir	4	4	6	NA	0	1
3	1	DIG	KiWiKiD	Support	Morgana	1	5	8	NA	0	1
3	1	TIP	Impact	Top	Maokai	3	0	6	NA	1	0
3	1	TIP	Rush	Jungle	Lee Sin	5	0	8	NA	1	0
3	1	TIP	XiaoWeiXiao	Mid	LeBlanc	8	0	5	NA	1	0
3	1	TIP	Apollo	ADC	Sivir	2	0	9	NA	1	0
3	1	TIP	Adrian	Support	Alistar	0	0	11	NA	1	0
3	1	GV	Hauntzer	Top	Hecarim	3	5	3	NA	0	1
3	1	GV	Move	Jungle	Jarvan IV	3	5	5	NA	0	1
3	1	GV	Keane	Mid	Rumble	1	5	7	NA	0	1
3	1	GV	Altec	ADC	Sivir	2	4	6	NA	0	1
3	1	GV	Bunny FuFuu	Support	Alistar	0	4	4	NA	0	1
3	2	TSM	Dyrus	Top	Rumble	7	2	16	NA	1	0
3	2	TSM	Santorin	Jungle	Rek'Sai	2	1	20	NA	1	0
3	2	TSM	Bjergsen	Mid	Ekko	12	6	7	NA	1	0
3	2	TSM	WildTurtle	ADC	Kalista	5	3	13	NA	1	0
3	2	TSM	Lustboy	Support	Annie	0	2	20	NA	1	0
3	2	C9	Balls	Top	Maokai	3	2	14	NA	1	0
3	2	C9	Meteos	Jungle	Gragas	1	1	13	NA	1	0
3	2	C9	Incarnati0n	Mid	Varus	7	3	5	NA	1	0
3	2	C9	Sneaky	ADC	Jinx	10	1	7	NA	1	0
3	2	C9	LemonNation	Support	Karma	0	2	17	NA	1	0
3	2	CLG	ZionSpartan	Top	Gnar	3	3	12	NA	1	0
3	2	CLG	Xmithie	Jungle	Nunu	1	3	16	NA	1	0
3	2	CLG	Pobelter	Mid	Azir	6	5	4	NA	1	0
3	2	CLG	Doublelift	ADC	Sivir	7	2	10	NA	1	0
